Attr,Age,Dist,EmpNo,Gen,JobSat,Marital,M_Income,OT,PctSalHike,TotWY,JobSat2,Income_LY,Diff_Income
0,40,2,352,Male,3,Divorced,19436,No,19,22,sat,16333.0,3103.0
0,28,10,1056,Male,2,Married,1052,No,22,1,unsat,862.0,190.0
1,27,17,1405,Female,3,Single,2394,Yes,13,8,sat,2119.0,275.0
0,59,3,1254,Female,4,Single,5171,No,17,13,sat,4420.0,751.0
0,44,4,1288,Male,1,Divorced,19190,No,14,26,unsat,16833.0,2357.0
0,44,1,1642,Male,4,Married,5743,Yes,11,14,sat,5174.0,569.0
0,29,10,766,Male,2,Divorced,2297,No,14,2,unsat,2015.0,282.0
0,31,20,947,Female,3,Married,6932,No,13,9,sat,6135.0,797.0
0,26,4,1275,Male,4,Single,2875,Yes,20,8,sat,2396.0,479.0
0,60,1,1697,Male,4,Divorced,10883,No,20,19,sat,9069.0,1814.0
0,50,24,1005,Male,3,Married,13973,Yes,18,22,sat,11842.0,2131.0
0,32,13,859,Male,4,Divorced,4403,No,11,8,sat,3967.0,436.0
0,29,1,710,Male,4,Divorced,2720,No,18,10,sat,2305.0,415.0
0,27,4,933,Female,3,Single,2318,No,19,1,sat,1948.0,370.0
0,28,1,1858,Male,4,Divorced,2706,No,15,3,sat,2353.0,353.0
0,22,1,872,Male,4,Married,4775,No,22,4,sat,3914.0,861.0
0,41,14,227,Male,3,Divorced,2451,No,12,13,sat,2188.0,263.0
0,53,2,981,Male,3,Divorced,14852,No,13,22,sat,13143.0,1709.0
0,48,7,1466,Male,1,Divorced,5486,No,11,15,unsat,4942.0,544.0
0,29,28,2054,Female,1,Single,3785,No,14,5,unsat,3320.0,465.0
0,43,2,1849,Male,4,Married,5675,No,20,7,sat,4729.0,946.0
0,43,10,430,Female,4,Single,2455,No,19,9,sat,2063.0,392.0
0,38,6,1997,Male,3,Married,5321,No,11,10,sat,4794.0,527.0
0,44,7,1608,Female,4,Divorced,19049,Yes,14,23,sat,16710.0,2339.0
1,58,23,165,Female,4,Married,10312,No,12,40,sat,9207.0,1105.0
0,41,2,625,Female,1,Married,16595,No,16,22,unsat,14306.0,2289.0
0,25,1,1303,Female,2,Single,2096,No,18,2,unsat,1776.0,320.0
0,38,1,1152,Male,3,Married,2844,No,13,7,sat,2517.0,327.0
0,46,2,1857,Male,4,Divorced,8578,No,14,12,sat,7525.0,1053.0
0,21,3,379,Male,3,Single,3230,No,17,3,sat,2761.0,469.0
0,48,10,1867,Male,2,Married,19665,No,12,29,unsat,17558.0,2107.0
0,38,23,393,Male,4,Divorced,5745,No,14,10,sat,5039.0,706.0
0,56,8,1338,Male,2,Single,19717,No,14,36,unsat,17296.0,2421.0
0,38,2,271,Male,3,Married,6553,No,14,14,sat,5748.0,805.0
0,30,6,1311,Female,4,Married,4627,No,12,10,sat,4131.0,496.0
0,31,5,2057,Male,1,Single,9936,No,19,10,unsat,8350.0,1586.0
0,34,2,256,Male,3,Married,9547,No,17,10,sat,8160.0,1387.0
0,56,9,1071,Female,3,Married,2942,No,19,18,sat,2472.0,470.0
0,42,24,605,Male,1,Married,7406,Yes,21,10,unsat,6121.0,1285.0
0,34,27,247,Female,2,Single,2311,No,15,9,unsat,2010.0,301.0
1,31,3,1537,Female,3,Single,4084,No,12,7,sat,3646.0,438.0
0,36,8,990,Male,4,Divorced,5079,No,13,12,sat,4495.0,584.0
0,46,13,1727,Male,2,Single,5562,No,14,19,unsat,4879.0,683.0
0,40,16,832,Male,3,Single,5094,No,14,10,sat,4468.0,626.0
0,54,19,698,Male,2,Married,10725,No,15,16,unsat,9326.0,1399.0
0,37,9,626,Male,2,Divorced,8834,No,13,9,unsat,7818.0,1016.0
0,37,10,1105,Female,4,Divorced,6694,Yes,14,8,sat,5872.0,822.0
0,35,16,586,Male,3,Married,7632,Yes,12,10,sat,6814.0,818.0
0,48,1,1116,Male,4,Single,16885,No,22,27,sat,13840.0,3045.0
0,49,4,1256,Male,3,Married,18711,No,13,23,sat,16558.0,2153.0
1,26,21,1107,Male,3,Divorced,2377,No,20,1,sat,1981.0,396.0
0,30,7,1428,Female,1,Divorced,4779,No,14,8,unsat,4192.0,587.0
1,28,2,828,Male,3,Single,4382,No,17,5,sat,3745.0,637.0
0,42,14,936,Female,3,Single,6244,No,17,10,sat,5337.0,907.0
1,20,4,960,Male,1,Single,2973,No,19,1,unsat,2498.0,475.0
0,34,8,757,Female,3,Single,6142,No,11,10,sat,5533.0,609.0
0,55,20,389,Male,4,Married,5415,Yes,19,12,sat,4550.0,865.0
0,47,2,820,Female,4,Married,16752,Yes,11,26,sat,15092.0,1660.0
0,34,28,2035,Female,3,Married,6712,No,21,8,sat,5547.0,1165.0
0,37,4,1394,Male,3,Married,2996,Yes,15,8,sat,2605.0,391.0
0,40,2,558,Female,3,Married,18041,No,14,21,sat,15825.0,2216.0
0,41,6,957,Male,1,Single,4721,Yes,13,20,unsat,4178.0,543.0
0,34,10,1597,Male,3,Married,5063,No,14,8,sat,4441.0,622.0
0,43,1,902,Female,4,Married,5562,No,13,12,sat,4922.0,640.0
0,36,12,1614,Female,3,Married,4663,Yes,12,7,sat,4163.0,500.0
0,28,9,377,Male,4,Married,2070,No,23,5,sat,1683.0,387.0
0,38,1,662,Female,1,Single,2619,No,17,8,unsat,2238.0,381.0
1,37,6,133,Male,1,Divorced,2073,Yes,22,7,unsat,1699.0,374.0
0,52,11,813,Female,3,Married,3149,No,20,9,sat,2624.0,525.0
0,46,7,1007,Male,3,Divorced,10845,No,13,13,sat,9597.0,1248.0
0,33,1,1994,Male,3,Divorced,2008,No,12,1,sat,1793.0,215.0
1,22,8,1783,Female,1,Married,2398,Yes,17,1,unsat,2050.0,348.0
0,23,10,1592,Male,3,Married,2073,No,16,4,sat,1787.0,286.0
0,27,15,1870,Female,1,Married,4774,No,19,8,unsat,4012.0,762.0
0,39,10,429,Male,1,Married,17068,Yes,14,21,unsat,14972.0,2096.0
0,30,2,1745,Female,1,Single,4968,No,16,10,unsat,4283.0,685.0
0,43,8,920,Female,2,Divorced,4765,No,21,4,unsat,3938.0,827.0
1,30,3,297,Female,1,Single,2657,Yes,11,8,unsat,2394.0,263.0
0,43,21,525,Male,4,Married,2258,No,20,8,sat,1882.0,376.0
0,42,2,351,Female,1,Divorced,2593,Yes,11,10,unsat,2336.0,257.0
0,50,20,1606,Male,3,Married,11245,Yes,15,32,sat,9778.0,1467.0
0,30,1,292,Male,3,Single,8474,No,22,12,sat,6946.0,1528.0
0,34,2,1755,Male,4,Married,2932,Yes,14,6,sat,2572.0,360.0
0,46,2,1789,Male,4,Divorced,19328,Yes,17,24,sat,16520.0,2808.0
0,30,4,121,Female,2,Divorced,5209,Yes,12,11,unsat,4651.0,558.0
0,34,10,1055,Female,3,Married,2220,Yes,19,1,sat,1866.0,354.0
0,46,4,1280,Female,2,Married,18789,No,14,26,unsat,16482.0,2307.0
0,36,2,1294,Female,2,Single,5410,Yes,11,18,unsat,4874.0,536.0
0,53,3,386,Male,3,Married,17584,Yes,16,21,sat,15159.0,2425.0
0,41,12,1158,Male,4,Married,4766,Yes,11,6,sat,4294.0,472.0
0,37,19,61,Male,2,Married,3022,No,21,8,unsat,2498.0,524.0
0,37,19,904,Male,2,Single,7642,Yes,13,10,unsat,6763.0,879.0
0,32,10,1853,Male,4,Single,4648,No,13,4,sat,4113.0,535.0
0,38,1,724,Female,4,Single,7625,No,13,10,sat,6748.0,877.0
0,31,10,1912,Female,4,Divorced,6583,Yes,11,8,sat,5931.0,652.0
0,53,8,897,Male,4,Married,11836,No,14,28,sat,10382.0,1454.0
0,50,4,385,Male,2,Divorced,19144,No,14,28,unsat,16793.0,2351.0
0,31,7,613,Male,4,Divorced,11557,No,21,10,sat,9551.0,2006.0
0,36,2,513,Male,3,Married,7596,No,13,10,sat,6722.0,874.0
0,45,8,452,Male,4,Married,3697,No,14,12,sat,3243.0,454.0
0,34,2,1281,Female,1,Single,4538,Yes,12,4,unsat,4052.0,486.0
0,32,7,359,Male,2,Married,2794,No,20,5,unsat,2328.0,466.0
0,48,29,473,Female,3,Married,12504,No,21,15,sat,10334.0,2170.0
0,44,23,132,Male,2,Married,2042,No,12,17,unsat,1823.0,219.0
0,37,10,518,Male,2,Single,4197,Yes,12,18,unsat,3747.0,450.0
1,50,1,1113,Male,3,Single,4728,Yes,14,5,sat,4147.0,581.0
0,39,24,2014,Male,4,Single,4108,No,13,18,sat,3635.0,473.0
0,46,1,1314,Female,1,Single,3423,No,12,10,unsat,3056.0,367.0
0,38,9,1940,Male,4,Divorced,4771,No,19,10,sat,4009.0,762.0
0,31,7,524,Female,1,Married,4306,No,12,13,unsat,3845.0,461.0
0,45,9,206,Male,2,Divorced,2348,No,18,20,unsat,1990.0,358.0
0,29,4,1762,Female,1,Divorced,2109,No,13,1,unsat,1866.0,243.0
0,42,2,1542,Male,2,Married,4841,No,14,4,unsat,4246.0,595.0
0,33,3,5,Female,3,Married,2909,Yes,11,8,sat,2621.0,288.0
0,47,2,1731,Male,2,Married,4978,No,11,4,unsat,4485.0,493.0
0,32,2,1671,Male,2,Divorced,5470,No,13,10,unsat,4841.0,629.0
1,53,2,1572,Female,4,Married,10169,No,16,34,sat,8766.0,1403.0
0,36,16,1436,Female,1,Married,5647,No,13,11,unsat,4997.0,650.0
0,40,8,1552,Male,4,Divorced,4069,Yes,18,8,sat,3448.0,621.0
0,41,10,731,Male,4,Divorced,19141,No,15,23,sat,16644.0,2497.0
0,36,26,1682,Male,3,Married,5347,No,14,10,sat,4690.0,657.0
0,33,1,998,Female,2,Married,5488,Yes,13,6,unsat,4857.0,631.0
0,34,11,1289,Male,2,Married,4490,No,11,14,unsat,4045.0,445.0
1,18,5,614,Male,2,Single,1878,Yes,14,0,unsat,1647.0,231.0
0,45,28,1719,Female,2,Single,16704,No,11,21,unsat,15049.0,1655.0
0,26,17,1718,Male,3,Married,2305,No,15,3,sat,2004.0,301.0
0,34,1,110,Male,2,Married,4325,No,15,5,unsat,3761.0,564.0
0,30,7,1609,Male,2,Married,2141,No,12,6,unsat,1912.0,229.0
0,45,24,1049,Male,2,Single,2177,No,16,6,unsat,1877.0,300.0
0,40,2,516,Female,2,Divorced,5715,No,12,8,unsat,5103.0,612.0
1,50,8,723,Male,3,Married,6796,Yes,14,18,sat,5961.0,835.0
0,36,23,2061,Male,4,Married,2571,No,17,17,sat,2197.0,374.0
0,37,2,656,Male,3,Married,9602,Yes,11,17,sat,8650.0,952.0
0,37,9,1787,Male,2,Married,4189,No,14,5,unsat,3675.0,514.0
0,56,6,532,Female,1,Married,13212,No,11,36,unsat,11903.0,1309.0
1,50,3,47,Male,3,Married,2683,Yes,14,3,sat,2354.0,329.0
1,31,18,1842,Male,1,Married,2956,No,17,2,unsat,2526.0,430.0
0,45,9,864,Male,1,Divorced,10761,Yes,12,18,unsat,9608.0,1153.0
0,30,22,567,Female,1,Married,8412,No,11,10,unsat,7578.0,834.0
0,46,2,1228,Male,4,Divorced,7379,No,11,12,sat,6648.0,731.0
0,23,1,1270,Male,3,Married,1223,No,22,1,sat,1002.0,221.0
1,32,1,1734,Male,2,Single,6735,No,15,10,unsat,5857.0,878.0
0,18,14,1839,Female,3,Single,1514,No,16,0,sat,1305.0,209.0
0,43,14,843,Male,1,Married,17159,No,24,22,unsat,13838.0,3321.0
0,36,27,13,Male,3,Married,5237,No,13,17,sat,4635.0,602.0
0,28,5,1469,Male,1,Single,8463,No,18,6,unsat,7172.0,1291.0
1,31,1,1459,Female,2,Single,7446,No,11,10,unsat,6708.0,738.0
0,35,23,75,Female,1,Married,4014,Yes,15,4,unsat,3490.0,524.0
1,36,3,967,Male,4,Married,10325,Yes,11,16,sat,9302.0,1023.0
0,30,17,1321,Female,1,Married,11916,Yes,23,9,unsat,9688.0,2228.0
1,42,12,1167,Male,1,Single,13758,Yes,12,22,unsat,12284.0,1474.0
0,49,2,1941,Male,4,Married,19161,No,15,28,sat,16662.0,2499.0
0,42,12,1768,Male,2,Divorced,2766,No,22,7,unsat,2267.0,499.0
0,45,2,264,Male,4,Married,16792,No,23,22,sat,13652.0,3140.0
0,18,5,1012,Male,4,Single,1051,No,15,0,sat,914.0,137.0
0,36,3,481,Male,4,Married,9699,No,11,16,sat,8738.0,961.0
0,34,14,666,Female,3,Divorced,2579,Yes,18,8,sat,2186.0,393.0
0,48,4,1644,Male,4,Married,15202,No,25,23,sat,12162.0,3040.0
0,44,5,1471,Male,3,Single,3162,No,14,7,sat,2774.0,388.0
0,38,2,1760,Female,2,Married,2468,No,14,9,unsat,2165.0,303.0
0,38,3,307,Male,3,Divorced,10609,No,12,17,sat,9472.0,1137.0
0,35,7,1492,Male,3,Married,2404,No,13,1,sat,2127.0,277.0
1,40,25,1318,Male,2,Single,9094,Yes,12,9,unsat,8120.0,974.0
0,48,1,1263,Male,4,Single,18265,No,12,25,sat,16308.0,1957.0
0,40,1,1822,Female,4,Divorced,6513,No,17,12,sat,5567.0,946.0
0,30,1,57,Female,4,Single,4011,No,23,12,sat,3261.0,750.0
0,47,2,903,Female,4,Married,4537,Yes,22,8,sat,3719.0,818.0
0,34,2,786,Male,4,Single,6274,No,22,6,sat,5143.0,1131.0
0,52,6,630,Male,1,Divorced,5577,Yes,12,18,unsat,4979.0,598.0
0,42,4,319,Male,4,Married,19232,No,11,22,sat,17326.0,1906.0
0,31,24,1252,Female,1,Single,6812,No,19,10,unsat,5724.0,1088.0
0,33,2,1207,Male,3,Married,3600,No,13,5,sat,3186.0,414.0
0,51,5,1352,Male,2,Divorced,14026,Yes,11,33,unsat,12636.0,1390.0
0,23,26,465,Male,4,Divorced,2904,No,12,4,sat,2593.0,311.0
0,42,2,1547,Male,4,Married,10124,Yes,14,24,sat,8881.0,1243.0
0,25,2,1653,Male,3,Divorced,5206,No,17,7,sat,4450.0,756.0
0,41,4,1815,Female,3,Divorced,10447,Yes,13,23,sat,9245.0,1202.0
0,34,3,1103,Male,4,Single,7756,No,17,7,sat,6629.0,1127.0
0,32,2,439,Female,4,Single,5055,No,16,10,sat,4358.0,697.0
0,38,4,1687,Female,3,Married,3306,No,19,7,sat,2778.0,528.0
0,40,1,119,Male,2,Married,13503,No,22,22,unsat,11068.0,2435.0
0,38,2,361,Male,4,Married,5249,No,18,13,sat,4448.0,801.0
0,31,7,462,Female,4,Single,7143,Yes,14,11,sat,6266.0,877.0
1,25,4,1106,Male,4,Married,3691,Yes,15,7,sat,3210.0,481.0
0,36,4,1435,Male,4,Single,5810,No,16,10,sat,5009.0,801.0
1,21,18,923,Female,4,Single,2693,No,19,1,sat,2263.0,430.0
0,36,2,958,Male,3,Single,2519,No,21,16,sat,2082.0,437.0
0,34,20,1265,Female,3,Married,2585,No,17,2,sat,2209.0,376.0
0,33,1,969,Female,4,Single,6949,No,14,6,sat,6096.0,853.0
0,35,21,942,Female,4,Married,4014,Yes,25,10,sat,3211.0,803.0
0,45,7,1195,Female,3,Married,4477,Yes,19,7,sat,3762.0,715.0
0,42,1,517,Female,1,Divorced,2576,No,16,8,unsat,2221.0,355.0
0,42,2,1334,Male,3,Married,17861,Yes,13,21,sat,15806.0,2055.0
1,30,8,1747,Female,4,Divorced,2180,No,11,6,sat,1964.0,216.0
0,26,11,390,Male,1,Married,4741,Yes,13,5,unsat,4196.0,545.0
1,31,15,1160,Male,3,Married,2610,No,12,2,sat,2330.0,280.0
1,46,10,1869,Female,2,Married,7314,No,21,14,unsat,6045.0,1269.0
0,36,3,1425,Female,2,Single,9278,Yes,16,15,unsat,7998.0,1280.0
0,60,28,573,Female,1,Married,10266,No,19,22,unsat,8627.0,1639.0
0,32,4,330,Female,2,Married,3931,No,11,6,unsat,3541.0,390.0
0,34,8,1823,Male,3,Married,6799,No,21,10,sat,5619.0,1180.0
1,29,8,454,Male,1,Married,2119,Yes,11,7,unsat,1909.0,210.0
0,44,28,1039,Female,4,Married,13320,Yes,18,23,sat,11288.0,2032.0
1,20,11,1016,Female,1,Single,2600,Yes,15,1,unsat,2261.0,339.0
0,34,2,1140,Male,3,Single,4033,No,11,5,sat,3633.0,400.0
0,43,2,1706,Male,4,Married,7847,Yes,17,10,sat,6707.0,1140.0
0,31,5,1749,Male,3,Married,8346,No,19,6,sat,7013.0,1333.0
0,56,1,1441,Female,1,Married,2066,No,22,5,unsat,1693.0,373.0
0,36,8,83,Female,3,Divorced,10096,No,13,17,sat,8935.0,1161.0
0,33,1,612,Female,3,Divorced,16184,No,19,10,sat,13600.0,2584.0
1,50,1,2044,Male,3,Divorced,6728,No,12,12,sat,6007.0,721.0
0,26,7,1417,Male,1,Single,3578,No,12,8,unsat,3195.0,383.0
0,55,8,84,Female,3,Divorced,14756,Yes,14,21,sat,12944.0,1812.0
0,27,2,1931,Male,2,Married,2226,No,11,6,unsat,2005.0,221.0
0,30,2,548,Female,4,Single,6091,No,20,11,sat,5076.0,1015.0
0,34,7,1577,Male,4,Single,2972,No,13,1,sat,2630.0,342.0
0,30,5,456,Female,3,Divorced,6118,No,13,10,sat,5414.0,704.0
0,27,2,1027,Female,4,Married,4227,No,18,4,sat,3582.0,645.0
0,33,22,160,Male,2,Married,6146,No,13,8,unsat,5439.0,707.0
0,45,7,425,Male,1,Divorced,5210,No,18,24,unsat,4415.0,795.0
1,52,8,433,Male,2,Married,4941,No,15,11,unsat,4297.0,644.0
1,51,4,1081,Male,3,Married,2461,Yes,12,18,sat,2197.0,264.0
0,39,9,1936,Male,1,Married,5151,No,25,10,unsat,4121.0,1030.0
0,30,2,117,Male,4,Married,4152,No,19,11,sat,3489.0,663.0
0,44,1,665,Female,3,Single,5985,No,11,10,sat,5392.0,593.0
0,38,10,983,Female,4,Single,5666,Yes,13,6,sat,5014.0,652.0
0,25,10,1240,Male,4,Single,4950,No,14,5,sat,4342.0,608.0
0,32,3,966,Female,1,Married,6725,No,12,8,unsat,6004.0,721.0
0,36,4,2025,Female,2,Divorced,5131,No,13,18,unsat,4541.0,590.0
0,29,2,1590,Male,4,Divorced,8853,No,19,6,sat,7439.0,1414.0
1,39,5,42,Male,4,Married,2086,No,14,19,sat,1830.0,256.0
1,45,2,1277,Female,2,Single,18824,Yes,16,26,unsat,16228.0,2596.0
0,35,4,53,Male,4,Divorced,1951,No,12,1,sat,1742.0,209.0
0,32,13,1234,Female,2,Married,2743,No,20,2,unsat,2286.0,457.0
0,39,2,909,Female,4,Married,5204,No,11,13,sat,4688.0,516.0
0,27,1,274,Male,1,Married,4298,No,19,6,unsat,3612.0,686.0
0,34,10,934,Male,2,Divorced,2008,No,14,1,unsat,1761.0,247.0
0,40,5,729,Male,1,Married,10475,Yes,21,20,unsat,8657.0,1818.0
0,39,1,332,Female,3,Divorced,2232,No,14,7,sat,1958.0,274.0
1,39,6,932,Male,1,Married,2404,Yes,21,8,unsat,1987.0,417.0
0,38,6,1782,Female,3,Married,3702,No,11,5,sat,3335.0,367.0
1,39,23,1310,Male,1,Single,3904,No,13,6,unsat,3455.0,449.0
1,34,9,1807,Male,1,Married,5346,No,17,11,unsat,4569.0,777.0
0,28,1,1927,Male,4,Married,6834,Yes,12,7,sat,6102.0,732.0
0,49,1,1677,Male,3,Single,15379,No,14,23,sat,13490.0,1889.0
0,58,1,422,Male,3,Divorced,5660,Yes,13,12,sat,5009.0,651.0
0,38,29,273,Male,4,Married,6261,No,18,9,sat,5306.0,955.0
0,31,8,1453,Male,4,Divorced,10793,No,18,13,sat,9147.0,1646.0
0,49,18,275,Male,4,Divorced,6804,Yes,15,7,sat,5917.0,887.0
0,53,6,769,Male,4,Single,2450,No,17,19,sat,2094.0,356.0
0,56,8,241,Female,1,Divorced,4257,Yes,18,19,unsat,3608.0,649.0
0,37,13,1543,Male,4,Married,4285,No,17,10,sat,3662.0,623.0
0,35,2,1182,Male,2,Divorced,10274,No,18,15,unsat,8707.0,1567.0
0,27,11,1364,Female,4,Married,2534,No,14,5,sat,2223.0,311.0
0,27,9,260,Female,2,Single,2279,No,16,7,unsat,1965.0,314.0
0,55,2,1873,Male,4,Married,2662,No,20,19,sat,2218.0,444.0
0,24,2,1646,Female,4,Single,3760,Yes,13,6,sat,3327.0,433.0
0,30,7,1482,Male,3,Divorced,1274,No,13,1,sat,1127.0,147.0
0,28,9,930,Female,3,Divorced,2377,No,18,6,sat,2014.0,363.0
0,39,22,1043,Female,1,Single,10880,Yes,13,21,unsat,9628.0,1252.0
0,40,1,1361,Male,2,Married,2387,No,22,7,unsat,1957.0,430.0
0,44,1,2020,Male,4,Single,2436,Yes,12,6,sat,2175.0,261.0
0,47,26,1625,Female,3,Married,19658,No,11,27,sat,17710.0,1948.0
0,49,11,1757,Female,4,Single,4507,No,12,8,sat,4024.0,483.0
0,42,2,470,Male,3,Divorced,2696,Yes,11,4,sat,2429.0,267.0
0,34,2,339,Male,1,Married,5957,No,13,13,unsat,5272.0,685.0
0,37,19,1631,Male,3,Married,5768,No,17,9,sat,4930.0,838.0
0,51,6,162,Male,3,Single,19537,No,13,23,sat,17289.0,2248.0
0,29,20,349,Male,4,Divorced,6931,No,14,10,sat,6080.0,851.0
0,50,8,738,Male,2,Married,3875,No,15,4,unsat,3370.0,505.0
0,23,4,705,Male,1,Married,2819,No,16,5,unsat,2430.0,389.0
1,33,25,1108,Male,2,Single,2313,Yes,20,5,unsat,1928.0,385.0
0,49,16,1674,Female,1,Divorced,2587,Yes,16,17,unsat,2230.0,357.0
0,35,1,620,Female,3,Single,4859,No,16,5,sat,4189.0,670.0
0,34,8,775,Female,1,Divorced,5121,No,14,7,unsat,4492.0,629.0
0,26,1,1068,Female,3,Divorced,2007,No,13,5,sat,1776.0,231.0
0,45,1,1712,Male,3,Married,10748,No,23,25,sat,8738.0,2010.0
0,45,2,606,Male,2,Married,4805,No,19,9,unsat,4038.0,767.0
0,37,9,403,Male,4,Married,2326,Yes,12,4,sat,2077.0,249.0
1,25,19,952,Male,2,Married,2413,Yes,18,1,unsat,2045.0,368.0
0,37,10,1640,Female,2,Married,3936,No,11,8,unsat,3546.0,390.0
0,35,18,975,Female,3,Married,4601,No,16,5,sat,3966.0,635.0
0,28,2,846,Female,2,Married,4779,Yes,20,8,unsat,3982.0,797.0
0,22,6,675,Male,3,Married,2773,No,20,3,sat,2311.0,462.0
0,45,25,1306,Female,2,Single,18061,No,22,22,unsat,14804.0,3257.0
0,56,11,1935,Female,1,Married,5380,No,16,6,unsat,4638.0,742.0
0,36,15,2036,Male,4,Divorced,5406,No,24,15,sat,4360.0,1046.0
0,35,2,771,Female,1,Divorced,5093,No,11,16,unsat,4588.0,505.0
0,26,7,1693,Male,4,Single,2570,No,20,7,sat,2142.0,428.0
0,48,2,595,Female,4,Married,4051,No,14,14,sat,3554.0,497.0
0,34,3,1779,Female,4,Single,6029,No,12,6,sat,5383.0,646.0
1,34,7,147,Male,3,Single,6074,Yes,24,9,sat,4898.0,1176.0
0,60,7,1233,Male,4,Divorced,5220,Yes,18,12,sat,4424.0,796.0
0,32,1,1574,Male,1,Married,4087,No,14,9,unsat,3585.0,502.0
0,31,10,1979,Female,3,Married,11031,No,20,13,sat,9192.0,1839.0
0,45,2,1635,Female,4,Divorced,5770,No,19,10,sat,4849.0,921.0
0,53,13,250,Female,1,Divorced,4450,No,11,5,unsat,4009.0,441.0
0,30,10,1179,Male,3,Married,6578,No,18,10,sat,5575.0,1003.0
0,29,3,564,Male,3,Married,11935,No,18,10,sat,10114.0,1821.0
0,39,7,444,Male,4,Married,19272,No,15,21,sat,16758.0,2514.0
0,57,24,223,Male,4,Divorced,9439,Yes,16,12,sat,8137.0,1302.0
0,51,21,120,Male,4,Single,5441,Yes,22,11,sat,4460.0,981.0
1,44,15,1295,Female,4,Married,7978,No,11,10,sat,7187.0,791.0
1,32,25,911,Male,4,Single,2795,Yes,24,1,sat,2254.0,541.0
0,20,9,1680,Male,1,Single,2728,No,11,2,unsat,2458.0,270.0
0,35,1,88,Male,1,Married,2194,No,13,5,unsat,1942.0,252.0
1,22,3,926,Female,3,Married,4171,Yes,19,4,sat,3505.0,666.0
0,26,2,1018,Male,4,Married,5472,No,12,8,sat,4886.0,586.0
1,35,4,1100,Male,1,Single,9582,Yes,22,9,unsat,7854.0,1728.0
0,38,3,193,Female,3,Single,4317,Yes,20,19,sat,3598.0,719.0
0,35,7,1962,Female,4,Married,5204,Yes,11,10,sat,4688.0,516.0
0,22,11,511,Female,2,Married,2244,No,13,2,unsat,1986.0,258.0
0,54,2,1070,Female,3,Married,10686,No,11,13,sat,9627.0,1059.0
0,59,25,81,Female,1,Single,7637,No,11,28,unsat,6880.0,757.0
1,31,2,1464,Male,4,Married,3722,Yes,13,7,sat,3294.0,428.0
0,32,7,420,Male,3,Married,5484,No,14,13,sat,4811.0,673.0
0,33,9,1238,Male,4,Married,2781,No,13,15,sat,2461.0,320.0
0,29,15,1202,Female,4,Married,2168,Yes,18,6,sat,1837.0,331.0
0,33,7,1477,Male,1,Married,4373,No,14,5,unsat,3836.0,537.0
0,36,6,1594,Male,1,Married,5562,Yes,13,9,unsat,4922.0,640.0
0,31,1,530,Male,1,Married,2218,No,12,4,unsat,1980.0,238.0
0,36,14,924,Male,4,Married,6586,Yes,17,17,sat,5629.0,957.0
0,37,11,1411,Female,3,Single,3629,No,18,8,sat,3075.0,554.0
1,58,2,977,Male,3,Single,2479,No,24,7,sat,1999.0,480.0
0,42,2,477,Male,4,Single,6781,No,23,14,sat,5513.0,1268.0
1,26,24,622,Male,4,Single,2340,Yes,18,1,sat,1983.0,357.0
1,32,9,190,Female,1,Single,4200,No,22,10,unsat,3443.0,757.0
0,29,10,1143,Female,2,Divorced,3291,No,14,8,unsat,2887.0,404.0
0,57,1,1483,Male,3,Married,4900,No,24,13,sat,3952.0,948.0
0,26,1,792,Female,4,Divorced,4364,No,14,5,sat,3828.0,536.0
0,32,8,436,Female,2,Married,5228,Yes,11,13,unsat,4710.0,518.0
0,35,1,600,Male,3,Married,4717,No,11,15,sat,4250.0,467.0
0,41,6,1708,Male,3,Single,9241,No,12,10,sat,8251.0,990.0
0,31,11,895,Male,4,Married,2356,Yes,19,8,sat,1980.0,376.0
1,37,10,342,Male,3,Divorced,10048,No,11,17,sat,9052.0,996.0
1,37,2,4,Male,3,Single,2090,Yes,15,7,sat,1817.0,273.0
0,25,2,1992,Male,3,Divorced,3977,Yes,19,7,sat,3342.0,635.0
1,41,2,927,Female,4,Divorced,2778,Yes,13,10,sat,2458.0,320.0
0,56,23,1373,Male,2,Married,13402,Yes,12,33,unsat,11966.0,1436.0
0,27,4,2064,Male,2,Married,6142,Yes,20,6,unsat,5118.0,1024.0
0,31,12,961,Female,4,Married,5855,Yes,11,10,sat,5275.0,580.0
0,59,3,309,Male,4,Married,2177,No,17,7,sat,1861.0,316.0
1,28,1,741,Female,2,Single,2216,Yes,13,10,unsat,1961.0,255.0
1,21,10,1279,Female,3,Single,2625,No,20,2,sat,2188.0,437.0
0,37,1,380,Female,4,Divorced,13603,Yes,18,15,sat,11528.0,2075.0
1,41,4,488,Male,2,Single,9355,No,18,8,unsat,7928.0,1427.0
0,35,7,1601,Male,4,Married,2690,No,18,1,sat,2280.0,410.0
0,43,2,1778,Male,4,Single,3539,No,13,10,sat,3132.0,407.0
0,26,1,476,Male,3,Married,5296,No,17,8,sat,4526.0,770.0
0,51,1,353,Male,4,Married,2723,No,11,1,sat,2453.0,270.0
1,21,1,478,Female,2,Single,2174,Yes,11,3,unsat,1959.0,215.0
0,27,8,1751,Female,4,Single,3445,No,11,6,sat,3104.0,341.0
0,30,2,571,Female,4,Single,2564,No,14,12,sat,2249.0,315.0
0,47,9,1856,Female,3,Single,2105,No,12,7,sat,1879.0,226.0
0,27,10,733,Male,1,Divorced,8793,No,21,9,unsat,7267.0,1526.0
